id,release_year,title,vote_average
36404,1970,A Trip Down the River,7.8
42528,1971,Long Live Death,6.1
20848,1970,The White Sun of the Desert,7.5
2998,1970,Zabriskie Point,7.1
31906,1971,The Beguiled,7.0
31767,1971,The Devils,7.4
839,1972,Duel,7.2
25109,1972,Evil Roy Slade,5.9
36194,1971,The Go-Between,6.2
16328,1971,Johnny Got His Gun,7.2
42500,1971,Lawman,6.5
16154,1971,Let's Scare Jessica to Death,6.6
9394,1970,They Call Me Trinity,7.5
74689,1971,Mon oncle Antoine,8.2
36850,1971,A New Leaf,7.1
38646,1971,Nicholas and Alexandra,7.0
84285,1971,Von Richthofen and Brown,6.5
34479,1970,Scars of Dracula,5.9
18287,1971,Support Your Local Gunfighter,6.6
5822,1971,Sweet Sweetback's Baadasssss Song,4.7
13041,1970,El Topo,7.4
40732,1971,The Emigrants,6.8
122677,1972,Blood of Ghastly Horror,1.5
121923,1971,Brother John,6.2
18250,1972,Dr. Phibes Rises Again,6.2
33020,1972,Dracula A.D. 1972,6.0
89417,1972,Get to Know Your Rabbit,7.0
12089,1972,The Tall Blond Man with One Black Shoe,6.9
41471,1972,Lone Wolf and Cub: Sword of Vengeance,7.1
17810,1972,Lone Wolf and Cub: Baby Cart at the River Styx,7.3
23148,1972,Lady Sings the Blues,7.2
80911,1973,Payday,5.6
87417,1973,Slither,4.2
11378,1971,Trafic,7.4
760,1973,The Mad Adventures of Rabbi Jacob,7.1
27331,1973,Charley Varrick,7.0
1410,1974,Dark Star,6.0
38729,1973,A Delicate Balance,6.0
86889,1974,Bram Stoker's Dracula,6.4
31943,1973,Emperor of the North,6.8
29142,1973,Executive Action,6.2
56764,1973,The Glass Menagerie,6.6
9474,1973,My Name Is Nobody,7.1
27084,1973,Invasion of the Bee Girls,4.0
31596,1973,Lemora: A Child's Tale of the Supernatural,6.4
59189,1974,Phase IV,5.9
38714,1973,Save the Tiger,7.1
31587,1973,Scarecrow,6.8
22307,1973,Sisters,6.8
62330,1973,The Spook Who Sat by the Door,7.0
28498,1973,Theatre of Blood,6.7
21964,1972,Five Fingers of Death,6.7
21035,1973,Turkish Delight,7.0
25473,1973,Walking Tall,6.5
118121,1974,Butley,7.3
32044,1974,California Split,6.5
62761,1974,The Cars That Ate Paris,5.1
30702,1974,Conrack,7.1
25627,1974,The Living Dead at Manchester Morgue,6.3
24402,1974,Emmanuelle,4.9
5558,1974,The Phantom of Liberty,7.4
3043,1973,Flesh for Frankenstein,5.4
36665,1974,General Idi Amin Dada,6.8
16246,1974,Gone in 60 Seconds,6.5
27977,1974,The Groove Tube,5.3
42448,1974,Harry and Tonto,7.1
42449,1974,Hearts and Minds,7.8
8327,1973,The Holy Mountain,7.7
37627,1974,The Little Prince,6.0
32940,1974,The Terminal Man,6.1
31656,1974,Thieves Like Us,6.2
29859,1975,The Adventure of Sherlock Holmes' Smarter Brother,6.1
28994,1975,The Adventures of the Wilderness Family,5.0
5618,1975,"Cousin, Cousine",7.3
19174,1975,Dolemite,5.5
9385,1976,The Twelve Tasks of Asterix,7.3
28209,1975,Emmanuelle II,4.9
1835,1975,"Farewell, My Lovely",6.8
70259,1975,The Fortune,5.3
10711,1975,French Connection II,6.6
19740,1975,The Great Waldo Pepper,6.0
1829,1975,The Story of Adele H,6.9
43430,1975,"The Irony of Fate, or Enjoy Your Bath!",7.2
32042,1975,Night Moves,6.6
9652,1975,The Passenger,7.5
38099,1976,Hand of Death,6.1
47313,1974,Sister Street Fighter,7.0
5725,1975,Supervixens,6.4
38783,1975,Trilogy of Terror,6.6
3870,1976,1900,7.5
1660,1976,Small Change,7.7
133008,1977,Twenty Days Without War,6.7
6476,1976,From Noon Till Three,5.5
10640,1976,Futureworld,5.7
33324,1976,Harlan County U.S.A.,7.7
29856,1976,Hollywood Boulevard,6.3
48205,1976,The Marquise of O,6.1
46978,1975,Mistress,6.0
26842,1977,The Message,7.4
42252,1976,The Missouri Breaks,6.2
73100,1976,A Slave of Love,5.3
11558,1976,Silver Streak,6.8
5651,1976,Up!,5.6
43751,1976,Who Can Kill a Child?,6.8
14336,1977,ABBA - The Movie,6.6
18775,1977,Demon Seed,5.9
12535,1977,High Anxiety,6.5
1421,1977,The Man Who Loved Women,7.1
62847,1978,The Hound of the Baskervilles,5.3
77360,1978,Place without Limits,7.3
12637,1977,"New York, New York",6.1
54140,1977,Providence,7.1
38985,1977,Sorcerer,7.5
61280,1977,The Turning Point,6.0
16378,1978,The Rutles: All You Need Is Cash,6.5
72412,1978,Brass Target,6.6
11935,1977,Capricorn One,6.4
13481,1978,The Five Venoms,6.2
24998,1978,Gates of Heaven,6.6
13514,1979,Last Hurrah for Chivalry,7.5
113777,1978,Harper Valley P.T.A.,7.0
1362,1977,The Hobbit,6.0
156235,1978,In Praise Of Older Women,7.3
98851,1979,Parts: The Clonus Horror,4.1
29107,1978,The Grapes of Death,6.2
45691,1978,The Adventures of Picasso,7.6
11537,1978,Snake in the Eagle's Shadow,7.2
45695,1978,A Wedding,6.5
42165,1979,Best Boy,5.0
33701,1979,French Fried Vacation 2,7.4
38438,1979,Buffet Froid,6.6
10654,1979,Hair,7.3
25264,1979,I as in Icarus,7.3
19827,1979,The In-Laws,6.7
18966,1979,Love at First Bite,5.8
30636,1979,La Luna,6.9
33665,1977,Opening Night,7.5
45169,1979,Quintet,5.6
15717,1978,Rockers,6.4
54663,1979,Starting Over,6.9
80310,1980,Children's Island,6.3
179798,1980,Defiance,6.2
64353,1981,The Hitch Hikers Guide to the Galaxy,7.2
114516,1982,Genocide,0.0
47542,1981,Peter-No-Tail,5.7
86295,1981,Treasure of the Yankee Zephyr,5.4
149645,1982,Smiley's People,8.0
23615,1982,The Scarlet Pimpernel,6.6
13633,1983,Bad Boys,6.7
14087,1983,Barefoot Gen,7.6
6341,1983,Blue Thunder,5.9
27679,1983,D.C. Cab,5.4
7012,1983,The Day After,6.7
20545,1983,Deal of the Century,4.8
23096,1983,Doctor Detroit,4.7
15251,1983,Eddie Murphy: Delirious,7.7
17435,1983,El Norte,6.6
78177,1983,Lianna,5.9
11948,1983,"Merry Christmas, Mr. Lawrence",7.4
15716,1983,The Pirates of Penzance,5.5
29173,1983,The Raiders of Atlantis,6.4
32689,1983,First Name: Carmen,7.1
21356,1983,Rock & Rule,6.3
42115,1983,Sugar Cane Alley,6.3
232,1983,Rumble Fish,6.8
42116,1983,The Makioka Sisters,6.9
30707,1983,Star 80,6.1
12633,1983,The Star Chamber,5.6
47892,1983,Strange Invaders,5.2
19258,1983,Stroker Ace,4.9
22998,1983,To Be or Not to Be,7.0
15301,1983,Twilight Zone: The Movie,6.2
29140,1983,The Fourth Man,6.8
28054,1984,Suburbia,6.6
11609,1983,Yellowbeard,5.7
9041,1983,One Deadly Summer,7.1
31939,1984,Another Country,5.9
63418,1984,Boy Meets Girl,6.9
42086,1984,Choose Me,6.0
13189,1984,A Christmas Carol,7.1
48677,1984,Cloak & Dagger,6.2
30278,1984,Comfort and Joy,6.5
46088,1984,Dangerous Moves,6.1
19596,1984,Electric Dreams,6.4
1884,1985,The Ewok Adventure,5.9
19621,1984,The Hit,6.5
10179,1984,The Ice Pirates,5.7
47874,1984,Irreconcilable Differences,5.0
113784,1985,The Last Polka,5.0
108241,1984,Next of Kin,5.1
27102,1984,Full Moon in Paris,7.5
47359,1984,Racing with the Moon,5.8
27414,1984,"Silent Night, Deadly Night",5.6
33138,1984,The Times of Harvey Milk,7.1
25425,1984,Drunken Tai Chi,6.5
8221,1984,What Have I Done to Deserve This?,7.4
17663,1985,Anne of Green Gables,8.2
8868,1985,Asterix vs. Caesar,6.5
29903,1985,Barbarian Queen,4.6
92802,1985,Beer,6.0
54407,1985,Bliss,5.2
41243,1985,Creator,6.2
12615,1985,Death of a Salesman,5.9
14029,1985,Demons,6.5
10372,1985,Ewoks: The Battle for Endor,5.4
40929,1985,Heaven Help Us,6.9
67342,1985,Mr. Vampire,5.8
9056,1985,Police Story,7.3
27064,1985,Mishima: A Life in Four Chapters,7.7
51878,1985,9 Deaths of the Ninja,6.1
62429,1985,Peter-No-Tail in Americat,6.0
10176,1985,The Quiet Earth,6.7
9080,1985,Spies Like Us,5.9
18502,1985,The Stuff,5.8
31600,1985,Target,6.3
41205,1985,The Unknown Soldier,6.4
30069,1985,Vision Quest,6.4
16082,1985,White Nights,6.2
14670,1986,’Round Midnight,6.7
9318,1986,Asterix in Britain,6.8
30653,1986,The Best of Times,6.0
26555,1986,Club Paradise,4.3
47340,1986,Dead End Drive-In,6.4
10570,1986,Flodder,6.6
42021,1986,Ginger and Fred,6.6
65326,1986,Nobody's Fool,6.0
24657,1986,The Sacrifice,7.2
53157,1985,The Park is Mine,5.0
41480,1985,Sherman's March,6.3
36677,1986,Solarbabies,5.1
11471,1986,A Better Tomorrow,7.3
21733,1988,Dragons Forever,7.2
17421,1987,G.I. Joe: The Movie,6.6
22572,1988,Hell Comes to Frogtown,5.7
49964,1987,Where Is My Friend's House?,7.8
41076,1987,Leif,4.9
4043,1987,Law of Desire,7.2
27342,1987,Malone,6.8
2172,1987,Pathfinder,7.3
8852,1987,Prince of Darkness,6.6
30421,1987,A Chinese Ghost Story,7.2
60631,1987,Street Smart,5.7
96333,1987,Weeds,4.7
49815,1987,The Whales of August,7.1
18305,1987,A Better Tomorrow II,7.0
92663,1988,Ashik Kerib,5.5
8677,1988,The Bourne Identity,6.1
26369,1989,Cannibal Women in the Avocado Jungle of Death,4.4
11513,1987,Cobra Verde,6.6
40844,1988,Comic Book Confidential,6.8
49314,1988,Dominick and Eugene,6.1
41959,1988,Jack's Back,5.8
16296,1988,Killer Klowns from Outer Space,5.8
13192,1988,Moonwalker,6.0
18917,1988,Alice,7.3
116345,1988,Pascali's Island,6.0
48309,1988,Prison,6.7
93457,1988,Split Decisions,5.3
41967,1988,Tales from the Gimli Hospital,7.4
47795,1988,Landscape in the Mist,7.6
4271,1988,Life Is a Long Quiet River,6.8
41949,1988,A World Apart,5.4
114524,1989,Common Threads: Stories from the Quilt,10.0
16859,1989,Kiki's Delivery Service,7.6
38695,1989,Monsieur Hire,7.2
2927,1990,Moon 44,5.0
41939,1989,Rikyu,7.5
85556,1989,Speaking Parts,5.8
119324,1991,Prime Suspect,7.5
26936,1990,Boiling Point,6.6
25943,1990,Almost an Angel,5.6
71373,1989,Black Rainbow,6.6
9768,1990,Cry-Baby,6.4
11909,1990,Bullet in the Head,7.7
60778,1990,Downtown,5.9
27274,1990,Frankenhooker,5.7
110838,1990,The Garden,7.1
10485,1990,Ghost Dad,4.5
9569,1990,Hard to Kill,5.6
22189,1990,Havana,5.5
71805,1990,Shipwrecked,6.1
7975,1990,I Hired a Contract Killer,7.0
41821,1990,Ju Dou,7.2
21344,1990,The Krays,5.6
9399,1990,Lionheart,5.9
31597,1990,Narrow Margin,5.6
30017,1990,Close-Up,8.0
11131,1990,Nuns on the Run,5.5
14571,1989,Patlabor: The Movie,6.6
21168,1990,The Reflecting Skin,6.7
59058,1991,Riff-Raff,6.4
1662,1990,State of Grace,6.5
6444,1990,Auntie Danielle,6.5
71642,1989,Time to Kill,5.8
31923,1990,"Welcome Home, Roxy Carmichael",6.2
20562,1991,35 Up,7.7
18311,1990,Days of Being Wild,7.3
48448,1991,Across the Tracks,5.5
1483,1990,Begotten,5.0
41783,1991,Life on a String,7.0
28553,1990,Cadence,6.4
58648,1991,Closet Land,6.6
36337,1991,Delusion,4.8
68773,1991,Dollman,5.5
25330,1991,Dutch,6.4
22423,1991,Guilty by Suspicion,5.9
4539,1991,Hearts of Darkness: A Filmmaker's Apocalypse,8.0
22792,1991,High Strung,5.4
22828,1991,Homicide,5.9
12776,1991,Johnny Stecchino,7.4
31696,1991,A Kiss Before Dying,5.6
17467,1991,Riki-Oh: The Story of Ricky,6.8
36351,1992,Light Sleeper,5.7
47252,1991,The Linguini Incident,8.0
34376,1991,Mannequin Two: On the Move,4.6
15080,1991,Only Yesterday,7.0
39233,1991,Once Around,5.8
6463,1991,Other People's Money,6.1
14362,1991,Out for Justice,5.9
5048,1991,Prospero's Books,6.5
9588,1990,Quigley Down Under,6.5
41792,1991,Rubin and Ed,7.0
25674,1991,Shout,5.0
53688,1991,Stinsen brinner... filmen alltså,5.8
21338,1991,Stone Cold,5.6
123778,1990,Strangers in Good Company,7.0
94666,1992,Surviving Desire,7.2
41804,1991,All the Mornings of the World,6.3
147164,1991,Assassin of the Tsar,6.3
23438,1991,Wild Hearts Can't Be Broken,7.4
215993,1992,Prime Suspect 2,7.2
97044,1992,Aileen Wuornos: The Selling of a Serial Killer,7.1
29904,1992,Barbarian Queen II: The Empress Strikes Back,3.2
13995,1990,Captain America,4.5
11198,1993,City Hunter,6.3
41678,1992,The Oak,5.9
75145,1992,Citizen Cohn,7.3
186809,1992,Crossing The Bridge,6.5
19143,1992,Diggstown,6.5
27381,1992,Innocent Blood,6.2
45145,1991,Johnny Suede,4.8
11621,1992,Porco Rosso,7.6
47714,1992,The Stolen Children,7.1
19087,1992,LadyBugs,5.3
40082,1992,The Mambo Kings,5.9
36288,1992,Night and the City,5.2
38143,1992,The Story of Qiu Ju,7.2
31962,1992,Shining Through,6.2
22590,1992,Sidekicks,4.9
41777,1992,Tito and Me,7.5
48150,1992,A Heart in Winter,7.5
41778,1992,Visions of Light,7.0
40213,1992,New Dragon Gate Inn,7.4
83761,1992,Life and Nothing More...,6.9
34683,1992,House of Angels,5.3
47350,1993,Return to Lonesome Dove,6.4
25684,1993,American Ninja 5,4.1
5051,1993,The Baby of Mâcon,7.3
14135,1993,Bad Boy Bubby,7.1
18817,1993,The Bride with White Hair,6.2
27678,1993,Barbarians at the Gate,6.8
83599,1993,Calendar,6.9
16437,1993,Cyborg 2,3.9
251732,1994,Deadly Advice,0.0
17811,1993,The Legend II,6.4
12088,1992,Fortress,5.7
96712,1993,The Puppetmaster,6.6
48706,1993,Josh and S.A.M.,5.0
47105,1993,Latcho Drom,6.3
30366,1994,Leningrad Cowboys Meet Moses,6.1
19371,1993,Mr. Nanny,4.8
41661,1993,The Night We Never Met,5.6
35610,1993,Philadelphia Experiment II,5.0
67595,1993,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,6.7
12664,1993,The Snapper,6.3
7500,1993,Sonatine,7.3
20339,1993,Splitting Heirs,4.6
11143,1993,Tai-Chi Master,7.0
5187,1993,Three of Hearts,3.9
13519,1994,The Stand,6.7
32764,1994,71 Fragments of a Chronology of Chance,7.0
26877,1992,Naked Killer,5.7
59051,1994,Dark Angel: The Ascent,4.7
18998,1995,Darkman II: The Return of Durant,4.5
18392,1995,Embrace of the Vampire,5.0
8983,1994,Felidae,6.3
41578,1994,Floundering,5.6
17796,1993,Freaked,6.0
63097,1994,Golden Gate,2.5
17809,1994,Fist of Legend,7.4
271304,1994,Paperback Romance,6.5
18837,1995,Macross Plus: Movie Edition,7.2
11067,1994,Major League II,5.2
10486,1994,My Father the Hero,5.1
58416,1994,"Take Care of Your Scarf, Tatiana",7.2
35977,1994,Pumpkinhead II: Blood Wings,4.6
19223,1994,A Pure Formality,7.7
54804,1994,Staggered,5.5
18674,1994,The Defender,6.5
152426,1995,The Langoliers,6.0
57221,1995,Blood & Donuts,5.0
26830,1995,Gonin,7.2
51038,1995,Kivenpyörittäjän kylä,6.7
30718,1995,Last of the Dogmen,7.2
37797,1995,Whisper of the Heart,7.7
37062,1995,The Passion of Darkly Noon,6.1
18665,1995,High Risk,5.6
12613,1994,Street Fighter II: The Animated Movie,6.7
21846,1995,Trinity And Beyond: The Atomic Bomb Movie,6.9
16233,1996,Tromeo & Juliet,6.0
13063,1993,Cannibal! The Musical,6.8
37563,1996,A Summer's Tale,7.0
63054,1996,Fetishes,5.1
41343,1996,The God of Cookery,7.0
27318,1997,Jack Frost,5.3
16003,1996,The Hunters,6.5
8214,1996,Drifting Clouds,7.1
30330,1996,The Late Shift,5.8
29927,1996,"Pretty Village, Pretty Flame",8.0
48709,1996,My Man,6.6
37431,1995,No Way Back,5.0
100167,1996,No Way Home,7.6
2061,1996,Pusher,6.8
11210,1997,Robinson Crusoe,5.7
148478,1997,Freakin' Beautiful World,7.0
27994,1991,Sgt. Kabukiman N.Y.P.D.,6.1
2460,1996,Earth,7.4
12254,1996,Emma,6.7
55902,1997,American Perfekt,5.0
74097,1997,Bikini Summer III: South Beach Heat,1.5
16992,1997,The Boxer,6.7
9956,1997,The Brave,5.7
36702,1997,Cremaster 5,6.2
134458,1997,Executive Target,6.0
26124,1997,Face,6.0
9092,1997,Snow White: A Tale of Terror,6.0
18415,1997,Gummo,6.5
17629,1998,Hamilton,6.0
116008,1997,Chicago Cab,5.7
37517,1997,Kiss or Kill,4.2
37673,1997,Destiny,6.9
26103,1997,Mean Guns,5.8
44641,1997,Men with Guns,6.3
8765,1997,Nirvana,6.6
9845,1997,Dance with the Devil,6.2
26644,1997,Photographing Fairies,5.2
36221,1997,Postman Blues,6.6
26215,1997,Quicksilver Highway,4.5
64559,1997,The Swindle,6.4
28123,1998,Safe House,5.9
35638,1997,"Sick: The Life and Death of Bob Flanagan, Supermasochist",5.9
9732,1998,The Lion King 2: Simba's Pride,6.7
86913,1996,Wishful Thinking,5.5
30983,1998,From the Earth to the Moon,8.4
5470,1999,Beowulf,4.4
10213,1999,From Dusk Till Dawn 3: The Hangman's Daughter,4.6
19846,1998,The Interview,6.8
50008,1999,RKO 281,6.3
12095,1999,From Dusk Till Dawn 2: Texas Blood Money,4.4
1283,1998,"Torrente, the Dumb Arm of the Law",6.2
35016,1990,Koko Flanel,5.7
95136,2000,Bruno,7.4
44625,1998,Dead Man's Curve,5.1
36282,1996,Fudoh: The New Generation,6.9
14533,1998,Gia,6.7
9812,1998,Thursday,7.0
41992,1999,Sophie's World,5.5
88421,1967,Wavelength,6.1
8697,1998,Who Am I?,6.6
22140,1997,The Kingdom II,6.7
7096,1998,Merlin,6.0
21039,1999,Rogue Trader,6.0
19850,1997,Breast Men,5.0
17263,1999,A Murder of Crows,6.0
344,1999,"Bang, Boom, Bang",7.5
15805,1998,Batman & Mr. Freeze: SubZero,6.9
14439,1998,The Pentagon Wars,6.8
41227,1998,A Place Called Chiapas,6.9
13428,1999,Two Hands,6.4
27260,1998,Brave New World,6.5
11508,1998,Addams Family Reunion,3.9
67899,1999,Thick as Thieves,5.3
36105,1999,Set Me Free,6.7
47186,1998,Claire Dolan,6.0
50173,1960,Jigoku,5.8
57644,1994,The Smashing Pumpkins: Vieuphoria,0.0
46817,1998,The Class Trip,6.0
45935,1998,Flowers of Shanghai,7.5
47060,1998,The Hole,7.2
84002,1998,Of Freaks and Men,5.9
9943,1998,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,6.3
23356,1999,Purgatory,4.4
55257,1999,Juha,6.8
2487,1973,Lady Snowblood,7.8
38821,1999,The Tough Ones,6.8
10429,2000,Takedown,6.3
17985,1999,Bleeder,7.1
21210,1998,Dil Se..,6.7
54860,1973,The Bodyguard,3.7
9597,2001,Vidocq,5.8
21644,2002,Molokai: The Story of Father Damien,3.8
5511,1967,Le Samouraï,7.9
12485,1999,Candyman: Day of the Dead,3.6
49745,1999,The 4th Floor,5.7
62825,1999,A Long Hot Summer,6.1
17074,1998,The Batman Superman Movie: World's Finest,7.1
18491,1997,The End of Evangelion,8.1
175739,2002,The Life of Aleksis Kivi,7.0
13777,2001,He Died with a Felafel in His Hand,6.9
11854,1998,Kuch Kuch Hota Hai,7.5
87489,1985,Document of the Dead,7.8
33491,1999,Venus Beauty Institute,5.4
12619,2000,Cherry Falls,4.7
39927,1999,Freeway II: Confessions of a Trickbaby,6.0
24272,1999,Joseph and the Amazing Technicolor Dreamcoat,6.1
29587,1983,Style Wars,8.1
3716,2000,In July,7.5
11944,1999,Joan of Arc,6.7
21348,1998,Kirikou and the Sorceress,7.2
15319,1999,After the Rain,7.3
9011,2000,The Prophecy 3: The Ascent,5.5
2332,2000,Taxi 2,6.1
54003,1999,Pups,6.6
20882,1998,Peculiarities of the National Fishing,6.8
10205,2000,Cut,4.5
40476,1999,Kadosh,6.1
18394,2000,Essex Boys,5.7
31774,2000,Picking Up the Pieces,4.1
35735,2000,Badding,5.0
38203,1988,The Wedding Waltz,7.7
19362,1998,Meeting People Is Easy,7.2
5458,2000,Cruel Intentions 2,4.4
31161,1999,Adrenaline Drive,7.3
65296,1999,Humanité,6.7
32067,2000,Beautiful Joe,5.5
32306,1999,The Underground Comedy Movie,2.1
66668,2001,The Shrink Is In,5.8
72490,1999,Charisma,5.8
10482,1999,Guest House Paradiso,6.3
107942,2000,Swimming,5.5
28031,2000,If These Walls Could Talk 2,6.3
54491,2001,The Trumpet Of The Swan,5.1
110147,2000,The 10th Kingdom,7.5
15653,2000,An Extremely Goofy Movie,6.0
43423,1999,The Wind Will Carry Us,6.9
12480,2000,Water Drops on Burning Rocks,6.8
13439,2002,The Tracker,6.6
844,2004,2046,6.9
29512,2000,Bruiser,5.4
97206,2002,Taboo,2.9
101338,1999,Crane World,6.7
23985,1999,Cremaster 2,5.8
2463,1999,Running Out of Time,7.5
16874,2000,The Wog Boy,6.2
274669,1999,Century of the Dragon,8.0
32166,2000,Chasing Sleep,6.4
204839,2000,The Stepdaughter,4.7
38987,2000,Possible Worlds,5.8
9439,1999,The Nameless,4.9
52666,1999,The Debt,6.5
71138,1972,Female Prisoner #701: Scorpion,7.3
39872,1972,Female Prisoner Scorpion: Jailhouse 41,7.5
53048,2001,Bartleby,5.3
22616,1991,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,5.3
20160,2000,Restless,5.2
28943,2000,Shiner,5.1
16234,2000,Batman Beyond: Return of the Joker,7.5
82550,2001,Roberto Succo,6.1
11599,2000,Suzhou River,6.3
33253,1999,6ixtynin9,7.0
11075,1999,Audition,6.8
16171,2000,The Nine Lives of Tomas Katz,7.7
33355,2000,For Love or Country: The Arturo Sandoval Story,6.3
49671,2000,Paragraph 175,4.2
15917,2002,Devdas,7.4
10706,2001,Mimic 2,4.8
36246,2000,Monday,7.5
17208,2000,Paradise Lost 2: Revelations,7.2
26245,2000,Dark Prince: The True Story of Dracula,6.2
62529,2000,Sound and Fury,5.4
467,2001,The Hole,6.4
25988,2003,The Sleeping Dictionary,6.3
73952,2001,When Strangers Appear,5.5
19738,1999,Revolutionary Girl Utena: The Movie,7.3
16435,2001,Speaking of Sex,5.9
26014,2001,Good Advice,5.7
45418,2000,Needing You...,5.7
15024,2001,The Mists of Avalon,6.4
11366,2000,Spiral,6.0
89823,2000,The Big Animal,7.6
10751,2002,Old Men in New Cars: In China They Eat Dogs II,6.9
38294,2000,Purely Belter,7.0
18836,2001,The Quickie,4.3
10757,2001,Kabhi Khushi Kabhie Gham,7.6
55256,2001,The River,7.0
23160,2000,Werckmeister Harmonies,7.4
2899,2002,Asterix & Obelix: Mission Cleopatra,7.2
44756,2000,Is It Fall Yet?,7.5
18088,2001,Late Night Shopping,6.3
31010,2001,Uprising,6.3
20536,2001,61*,6.3
3577,2001,The Tunnel,6.9
27259,2002,Long Time Dead,4.5
19448,2002,The Laramie Project,6.0
14923,2002,Run Ronnie Run,5.7
32248,2000,Gojoe: Spirit War Chronicle,6.7
47115,2002,A Gentleman's Game,4.2
2440,2000,Joint Security Area,7.7
10836,2001,Dagon,6.4
10955,2002,Ripley's Game,6.6
12900,2001,Conspiracy,6.9
37998,2000,Freeze Me,5.5
10978,2000,The Best Man's Wedding,5.9
81540,2002,Teknolust,4.8
40096,2000,A Dog's Will,8.2
11847,2001,The Accidental Spy,5.9
52999,2002,The Adversary,7.2
41714,2004,The Beautiful Country,6.3
11056,2002,Darkness,5.6
27967,2001,Mockingbird Don't Sing,6.1
919,2000,Blood: The Last Vampire,6.6
57558,2001,Vacuuming Completely Nude in Paradise,5.0
13437,2002,Avenging Angelo,5.0
55852,2001,Southern Comfort,7.8
211,2001,Berlin is in Germany,6.3
10046,2004,Blueberry,5.0
27245,2001,Electric Dragon 80.000 V,6.1
6382,2002,The Nugget,6.5
36243,2001,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",6.2
45538,2001,Shackleton's Antarctic Adventure,5.9
48843,2001,The Barber,4.7
22242,2002,Dirty Deeds,6.3
50467,2002,Miranda,6.4
16077,2002,My Little Eye,5.8
58255,2003,Kung Phooey,7.0
2191,2001,Stranded,5.8
11553,2001,Millennium Mambo,7.2
29832,2002,Martin & Orloff,6.0
10726,2002,American Psycho 2: All American Girl,4.6
57100,2002,Double Vision,6.2
44793,2001,Soft Shell Man,7.0
35110,2002,Samouraïs,2.6
9298,2002,Ali G Indahouse,6.0
89591,2002,Black Plague,5.8
13899,2000,Dead or Alive 2: Birds,6.8
437,2002,Cube²: Hypercube,5.4
38901,2003,"Milwaukee, Minnesota",4.3
37712,2001,Pistol Opera,6.4
37266,2004,Secret Passage,3.0
14809,2002,Stark Raving Mad,6.2
27324,2001,Pulse,6.1
33625,2002,Killing Emmett Young,6.3
35583,2001,The Lost Battalion,6.0
35848,2002,Hukkle,6.6
4592,2003,Carolina,5.5
71099,2002,Charms For the Easy Life,0.0
9025,2001,Dog Days,6.7
2111,2002,Balzac and the Little Chinese Seamstress,6.9
14752,2001,Dil Chahta Hai,7.1
11178,2001,My Sassy Girl,7.3
10943,2003,The Gathering,5.1
125842,2001,Shot in the Heart,6.4
100973,2001,Deadline,5.4
23305,2001,The Warrior,6.3
21707,2001,My Wife Is a Gangster,6.1
10981,2003,Nothing,5.8
10918,2002,Undertaking Betty,6.2
30839,2001,Waterboys,6.0
4612,2003,Absolon,4.3
36222,2002,Dead or Alive: Final,5.3
33068,2001,Hell House,6.8
13984,2002,Fubar,5.9
16184,2001,The Happiness of the Katakuris,7.3
53244,2002,Sex Is Comedy,6.1
14868,2003,The Rage in Placid Lake,6.7
36353,2004,Stratosphere Girl,5.3
97754,2002,My Mother Likes Women,6.1
11427,2003,Dead End,6.6
18072,2002,Pure,6.6
4689,2002,Sympathy for Mr. Vengeance,7.3
16209,2001,Jesus Christ Vampire Hunter,3.9
45379,2002,Chinese Odyssey 2002,7.3
18248,2003,The Foreigner,3.7
8441,2003,The Man of the Year,5.8
12720,2001,Suicide Club,6.4
21041,2003,The Third Wave,6.2
5552,2004,Immortal,5.8
8325,2003,Tiptoes,4.7
10077,2005,A Sound of Thunder,4.8
11430,2004,The Lion King 1½,6.3
31076,2003,Fear and Trembling,6.4
28730,2002,Live from Baghdad,6.7
40432,2003,Planta 4ª,7.1
26955,2002,Oasis,7.8
23986,2002,Cremaster 3,6.8
4326,2003,Herr Lehmann,6.9
16132,2002,Twin Sisters,6.8
36730,2003,My House in Umbria,5.6
55496,2003,Upswing,6.7
30806,2003,Out for a Kill,4.2
20164,2003,Bad Boys,5.8
38970,2003,"Remember Me, My Love",5.8
32526,2003,Soldier's Girl,6.9
26491,2002,Tipping the Velvet,7.3
15271,2003,Bright Young Things,6.1
45572,2002,Resurrection of The Little Match Girl,5.3
22076,2003,Alien Hunter,4.7
16973,2003,Love Object,5.8
55931,2003,The Animatrix,6.9
12703,2004,The Brown Bunny,5.5
32250,2000,Ju-on: The Curse,7.0
44203,2000,Ju-on: The Curse 2,5.9
46814,2003,Elina: As If I Wasn't There,6.0
9282,2003,11:14,6.8
5844,2002,Alive,6.2
61485,2002,Springtime in a Small Town,6.2
10891,2004,Tremors 4: The Legend Begins,5.4
25334,2004,Wondrous Oblivion,0.0
12540,2004,Bring It On Again,5.3
60672,2004,Crimson Rivers II: Angels of the Apocalypse,6.0
24241,2003,And Starring Pancho Villa as Himself,5.2
11556,2003,Nicotina,6.2
49007,2004,Iron Jawed Angels,6.7
11197,2003,Evil,6.9
14245,2002,Sniper 2,5.4
27079,2003,High Roller: The Stu Ungar Story,10.0
