id,production_countries
26845,US
18994,US
12617,US
10799,FR
42000,JP
36102,"IT, FR"
3554,US
14897,DK
1951,"DK, FR, DE, IT, NL, SE, GB"
68013,US
16022,US
23196,US
25763,US
35580,US
259,FR
34207,MX
32117,IT
19354,DE
28170,US
10851,"FR, GB"
16231,JP
81220,US
25,"DE, US"
105299,CA
15083,IL
9982,US
13994,US
73473,MX
12877,GB
11661,"BE, FR, DE, JP, NO, RO, GB, US"
5620,"DE, IT, LI, ES"
23220,GB
43440,US
39261,GB
54801,GB
28667,GB
38761,US
7974,"FI, SE"
60409,FI
44389,US
10060,US
46917,JP
10033,"CA, DE, US"
231,US
59388,FI
41764,"SE, DE, GB, IT, FR, DK, FI, IS, NO"
28212,"FR, FI, DE, SE"
68098,FI
8999,"GB, US"
8555,"DE, GB"
4348,"FR, GB, US"
47540,US
10064,US
125300,US
9885,AU
9392,GB
47473,SE
20347,JP
14837,US
674,"GB, US"
24625,US
69,"DE, US"
1833,US
44163,JP
65045,
46591,IT
6795,US
11421,CA
7301,
108843,US
16156,US
24618,US
1420,"GB, IE"
9005,US
13499,US
17952,US
7548,GB
20436,
7010,"GB, CH"
6529,US
20345,IT
15184,"IT, LU, ES, GB, US"
86666,JP
24223,"GR, US, FR"
3124,GB
8425,FR
44710,FR
2153,"GB, US"
48121,"AR, FR, IT, US"
42489,US
116,"IE, LU, RU, GB, US"
35124,MX
43176,US
5741,US
20416,US
41189,US
19215,US
84090,GB
61340,
253250,US
67,"PS, FR, DE, IL, NL"
64972,US
411,"GB, US"
254,"NZ, US, DE"
1904,US
9043,US
2008,"CN, JP, KR"
21454,US
42687,US
27915,ES
14695,"DE, US"
27031,JP
55396,FI
917,IN
17595,CA
43322,PL
43118,"RU, SU"
19058,"NL, US"
36826,US
22908,"CA, GB"
42234,BR
9515,"DE, US"
16151,AU
29595,US
9721,"CH, GB, US"
20858,US
35896,US
80316,US
23478,US
92272,US
84847,US
43812,US
23606,JP
2777,KR
25651,KR
25650,KR
8290,"FR, GB"
17382,US
8053,"US, FR"
20003,US
43350,US
11466,SE
21040,SE
13653,"AR, ES, FR"
36775,US
56373,"IT, DE"
612,"CA, US, FR"
9899,US
546,US
2800,US
9641,US
7552,US
9927,US
9681,US
10773,GB
18840,"CN, DE, RU, GB, US"
18189,US
4495,ES
22014,"FR, NL, TD"
18614,PL
22975,US
10597,GB
88953,CZ
10809,CL
13925,US
9687,GB
33081,IN
20546,GB
20530,JP
9568,US
43899,US
107667,
18809,GB
17835,GB
6935,FR
20641,
154105,
66192,US
11400,US
37910,JP
90967,US
13669,US
60566,US
30095,GB
16665,GB
63395,GB
43355,GB
14241,US
79406,JP
92285,CA
42269,IT
38785,
55544,DE
4550,KR
36380,PL
68646,
16433,
30669,US
78315,US
44345,"JP, GB, US"
46041,"GB, US"
21735,GB
6934,ZA
174865,US
34081,US
10045,FR
168705,US
1690,US
9900,US
9044,"CZ, DE, GB"
9918,US
17379,US
10982,US
25608,US
834,US
25890,US
39345,US
44940,GB
26782,UA
37865,US
27742,JP
72856,US
4772,GB
14226,"CN, HK, JP"
2455,FR
12701,"NO, GB"
21519,HK
27622,US
43626,"CA, US, FR"
16553,US
25652,KR
45802,FR
39788,PL
12517,"BE, FR"
65891,US
24580,GB
11246,"US, CA"
49683,US
52728,JP
23957,US
49653,RU
27344,US
7295,US
78237,AR
29952,"AR, ES"
28638,JP
14942,US
7509,CA
24269,US
2117,DE
47250,US
36768,FI
29040,FI
9912,"NZ, CH, JP, US"
24163,HK
1969,"US, FR, MX"
31858,GB
8435,GB
34187,US
12116,FR
53367,US
38349,CA
124484,JP
45759,
11183,FR
13275,US
11565,US
11283,"FR, GB, US"
97936,US
19416,
17,"DE, GB"
27568,US
27629,US
45726,US
33117,US
108994,US
54227,US
25167,US
16452,
61105,US
31894,US
9286,"CA, DE, US"
86168,GB
15363,US
30712,CA
31416,US
292,US
37631,US
77291,BR
196918,CA
1544,"DE, GB, US"
1651,"FR, IT"
33095,FR
33799,FR
42328,US
31432,US
61559,CA
20981,GB
12096,US
33061,"IT, US"
5145,GB
9975,US
9754,"US, AU"
36495,US
52612,
23965,
29269,JP
10053,US
10263,US
7515,"GB, US"
15675,
9959,US
14256,US
9036,US
10073,"CH, US"
7304,"DE, US"
16781,US
24432,"FR, GB, US"
9920,US
10025,US
9682,US
17700,"CA, US"
2207,"US, DE"
14086,"CH, FR, IT"
14887,US
44435,"IT, US"
18747,HK
9756,"DE, GB"
34581,US
6877,US
14609,US
950,US
10912,"GB, US"
9968,"CA, DE, NZ, US"
4173,"IT, US"
43386,US
10116,JP
113479,"AT, FR, DE, CH"
18493,"US, CA"
16791,"GB, US, FR"
7483,"IL, BE, FR, ES"
20442,US
15590,US
1967,US
752,"DE, GB, US"
9655,US
9388,US
9950,"DE, US"
388,US
868,ZA
14191,"AU, US"
25874,US
18009,US
19286,US
19287,US
18011,US
114875,US
49781,IT
9648,AU
1379,FI
62719,FI
29481,US
9792,"FR, US"
10067,US
55676,"US, GB"
11573,GB
46828,"US, IT"
35555,
582,DE
52885,"HU, RU"
143223,
42120,HK
88811,"TW, JP"
669,CA
49361,IT
98864,US
37939,JP
32052,US
34732,US
12763,US
56935,"DE, FR, CH"
13222,US
42112,"FR, CH"
48764,FR
1561,FR
31289,IT
186,"DE, US"
8410,"DE, FR, GB, US"
51311,"DE, AT"
21843,FI
219,ES
65873,
13751,US
52345,BR
53961,BR
10292,US
15639,US
10069,US
43887,US
3093,"DE, GB, US"
9270,US
11291,SE
28349,US
10177,GB
12591,"CA, US"
18045,CA
16070,"GB, US"
11348,"ES, GB"
13960,US
41263,US
9035,"CA, US"
9957,US
30139,US
9389,"FR, GB, LU"
460,DE
28752,GB
19059,GB
8998,US
44947,"BE, FR, DE"
13468,US
20521,"CA, DE, US"
25428,
53296,FI
79363,US
34193,US
4441,AU
84954,DE
11490,"BE, FR"
11304,"FR, US"
55368,"FR, DE, IT"
18276,US
26514,US
4257,US
2652,US
19592,US
1629,FR
17111,TH
9526,US
19126,"DE, US"
80556,IN
39045,
27201,US
5820,US
19661,US
41338,KR
9904,"CA, US"
50724,"AR, MX, PE, US"
588,"CA, FR, JP, US"
17247,"MX, BE, NL, DE, FR"
9310,US
48369,FR
18858,AU
35545,US
1557,DE
16367,"GB, US"
17131,US
8982,"TH, AU"
956,"CN, DE, US"
36253,"TW, FR"
31506,DE
42512,DE
1416,KR
9530,"DE, GB, US"
9829,"FR, GB, US"
10115,"DE, US"
560,US
5717,US
41292,"CN, JP, HK, FR"
14384,US
28432,US
19719,US
10008,"GB, US"
7870,US
34019,JP
7518,US
9786,US
503,US
591,"US, MT, FR, GB"
36668,"CA, GB, US"
9767,US
13689,"DE, US"
18164,US
15013,"GB, ZA, FR"
21014,US
920,US
18484,US
9700,US
14167,US
12261,US
59892,"CZ, CH, GB"
15264,US
20330,US
44126,"IT, US"
55418,FI
101908,CN
12766,US
15402,US
26116,"US, DE"
32446,
80919,US
15366,US
53905,US
38344,GB
806,US
20021,US
9353,US
2044,US
9339,US
20945,US
122271,GB
50254,"NO, SE"
28249,US
350,US
58,US
1819,US
2295,US
9697,US
4474,US
43240,US
30022,US
28673,IT
20556,GB
4962,FR
10007,US
1887,"FR, US, JP"
1841,US
71762,RU
13508,US
1611,DE
48693,FR
1781,US
43155,US
16270,US
8997,US
42003,US
63100,US
18404,US
51571,US
16074,"CN, HK"
10947,US
71769,
34787,JP
29138,
17628,US
8443,"GB, BR"
18553,"US, CA, GB"
26567,US
34186,FR
17021,US
53231,US
22747,"CA, GB"
27320,US
17741,GB
25563,US
146322,CA
43147,US
7549,"CN, HK, US"
151590,US
41796,CA
9615,"JP, US"
9513,"GB, US"
20604,CA
410,DE
31692,US
25509,US
31998,US
9917,US
10770,IT
4375,"FR, GB"
8008,"DE, GB"
60269,AU
51303,US
1452,US
43654,"GB, JP"
7872,GB
57406,US
18191,US
14474,US
773,US
16429,GB
19999,
126090,"BA, FR, AT, TR"
36576,"GB, US"
33005,US
36762,CA
19676,
10308,DE
34380,US
19972,US
21631,GB
35955,US
41214,US
1164,"FR, JP, MX, US"
71282,US
72881,US
9520,"DE, LU, GB"
42839,US
32740,
13141,US
31915,US
45817,US
43838,US
31463,
39083,"CA, US"
11554,"TW, FR"
25305,US
35199,
15383,"FR, IT"
47850,"DE, IT"
9072,US
43903,US
43600,US
73907,GB
27716,US
54111,KR
9727,"CA, DE, US"
14120,US
76344,US
42636,US
9297,US
26826,CZ
81312,
5070,FR
13802,GB
43778,CU
326,US
512,GB
9718,US
1593,"US, GB"
1852,US
1262,US
43610,US
126781,US
47758,US
13338,NZ
82,"UY, US, DE, PY"
14963,US
9921,US
36342,US
51043,"GB, US"
24164,IT
1986,"FR, IL, BE, IT"
31152,US
1402,US
2805,TH
9293,"CA, US"
9906,US
84956,DE
35075,DK
55587,
43597,US
47880,GB
31032,RO
51857,ES
42479,US
145899,FI
43542,US
1948,US
148,ES
9951,US
77221,"FR, IT, QA, TN"
77250,US
52452,GB
31979,GB
5289,"CA, GB, US"
9782,US
9907,"DE, US"
42501,"FR, DE, IT"
27203,US
63618,US
35921,US
15696,GB
19017,US
42756,US
37929,AU
9762,US
14113,US
15049,CA
86604,US
21712,JP
15414,"GB, US"
7859,US
16998,FR
25645,HK
58311,HK
18672,HK
39776,HK
11559,"CA, GB"
31513,US
10348,HK
26718,US
1023,"DK, DE"
59964,US
71436,US
2168,AU
10118,US
9788,US
14174,CA
11689,IT
39797,SE
39749,SE
14893,DK
33813,US
1540,"CA, FR"
26502,US
57840,
1491,"CZ, US"
34233,US
33792,US
51601,US
1165,"FR, IT, GB, US"
7291,FR
9988,US
24115,US
11652,US
13816,US
34006,US
22238,"IL, FR, DE"
4913,US
63848,"US, GB"
43006,US
19072,GB
44892,US
15265,FR
25599,US
11227,FR
29589,GB
33810,US
43841,US
41937,IT
64499,US
24055,
14597,"FR, IE, GB, US"
40769,
9708,"US, DE, CA"
14351,US
9813,US
27453,US
39382,GB
271,"SE, NO"
35327,SE
49940,SE
22471,SE
1116,"IE, GB, DE, IT, ES, FR, BE, CH"
29966,US
43231,"IT, FR"
41508,"HU, DE, GB, IL"
61564,US
50070,US
37628,MX
55343,GB
5072,"GB, DE, HU"
2566,FR
1249,US
9954,US
43829,US
171771,CA
7511,US
32687,"DE, FR, IT"
14057,US
13075,US
24916,HK
7512,US
1776,US
1963,"KR, JP"
58905,
10846,IT
32969,US
1381,US
15097,FR
34068,"DE, FR"
43837,US
15374,US
15242,US
125759,
300,"FR, IT"
31148,US
16411,"HK, CN"
44046,US
52859,US
76117,US
9676,"FR, DE, US"
6948,"GB, US"
15213,"CA, US"
9766,US
32761,AT
12249,FR
34127,US
390,"DE, PT"
66487,
1595,"CA, US, DE"
1622,FR
15742,"AT, FR, HU"
161277,
43410,IN
5726,US
1666,US
5721,US
41758,US
51079,GB
43122,GB
1579,US
119907,US
65488,US
9664,"GB, US"
12094,US
1717,US
15624,"GB, US"
15997,US
47190,RU
2753,NL
496,US
40862,
1417,"ES, US, MX"
24751,US
4643,US
7484,US
9842,US
36249,US
111642,GB
27275,TR
1422,"HK, US"
10781,US
9794,US
9978,"DE, GB, US"
30025,US
14812,"DK, NO, SE"
164687,US
8332,DE
3593,US
7510,US
28115,US
28297,US
16548,US
1975,US
9895,US
8975,US
9672,US
15005,US
39183,
42236,"IT, US"
52360,US
98498,FR
46774,RU
86,"DE, IE"
78479,FI
10070,US
13209,IR
1440,US
13364,US
43847,US
28932,US
18925,US
77198,US
1523,"GB, DE, US"
14201,US
1378,US
49481,GB
9693,"GB, US"
1124,US
3683,US
14012,"GB, US"
43673,US
4285,DE
14097,"RU, UA, FI"
59500,"CN, EE, FI, NL"
78507,DE
8194,US
5890,JP
6077,FR
214,US
1123,"FR, GB, US, ZA"
21173,
50573,US
36922,XG
43071,"IT, FR"
59087,US
14620,US
43884,US
80427,CN
21156,"CZ, SK"
11619,"GB, US"
1427,"ES, DE, FR"
23030,US
13767,US
19109,CA
33218,US
144541,PL
24553,"FR, IT"
21057,JP
68736,US
67880,US
35561,US
60567,IN
4928,US
27295,US
55831,
12486,US
20785,US
9726,US
2152,US
36215,JP
61650,US
10093,US
14799,US
29044,
13542,"GB, ZA"
21710,US
8588,"DE, GB"
36557,"IT, GB, US, CZ, DE"
9836,AU
9809,US
7551,US
10741,US
9969,US
2357,US
1581,"GB, US"
21600,US
57977,
313,"CA, GB"
7873,US
14823,GB
27387,US
8324,"GB, US"
29415,FR
27019,FR
85505,US
42822,US
5698,US
36265,MX
2179,US
39219,US
47156,US
15152,FR
14457,US
76211,US
38450,US
15804,TW
14978,US
2447,US
10032,US
9796,US
1372,"DE, US"
22440,US
39554,US
17604,GB
15077,HK
18147,
54910,US
9986,"DE, US"
2486,"GB, US, HU"
1246,US
43970,IR
18615,US
40574,US
13210,GB
25060,US
12795,US
11653,"CN, HK"
16066,"AU, GB"
95797,US
77966,US
55819,"GB, US"
46948,US
97519,US
43791,GB
82944,US
14202,"CA, CN, US"
11170,US
12924,JP
30060,US
1247,US
1125,US
8436,FR
14277,US
11214,AT
33583,"FR, DE, IT"
1646,"DE, US"
58923,US
47143,FR
7736,DE
1730,"PL, US, FR"
42241,GB
20537,GB
12812,"BE, FR, GB"
8618,GB
1259,GB
20842,US
10908,US
34943,US
27067,FR
9053,"DE, GB, US"
1494,"CN, HK"
13318,"IS, NO"
10462,US
182,US
31048,US
1251,"JP, US"
43512,US
9656,"CA, US"
5393,"DE, US"
14171,"MA, US"
14396,US
1931,US
13967,"GB, US"
9992,FR
16371,KR
19344,US
8275,US
79767,"AR, BR, FR, DE, ES, GB"
2433,FR
2204,DE
42567,US
26518,US
14449,"HK, CN"
13771,GB
33375,IN
10810,"BR, CO, MX, ES"
1773,US
11578,"FR, IT"
11972,"FR, IT"
38025,"NL, TH"
27095,FR
31325,FR
4283,US
7457,US
8398,US
13551,US
36878,FR
19166,"DE, FR, GB, RO"
43470,US
3549,"DK, SE"
25648,"JP, KR"
11225,"CH, DE, FR"
6166,"CH, DE"
19629,US
12183,"DE, US"
56705,US
27337,JP
78318,US
37952,"FR, DE, GR, IT"
46919,CZ
1265,US
14137,US
15689,IE
27432,US
36877,FR
14891,GB
12547,"FR, IT, GB"
25623,JP
13140,AU
13365,GB
10758,US
26594,AU
22473,"CA, US"
51863,GB
50754,GB
74126,JP
16138,KR
13668,US
7516,"FR, GB, US"
10075,"RO, DE, GB, US"
9760,US
9966,US
1257,US
1248,"GB, CZ, FR, IT"
9757,US
56165,US
90560,JP
5206,"DK, FR, DE, IS, IT, SE"
14761,US
1252,US
2062,US
11650,US
12580,JP
40641,"FR, IT"
23544,US
2266,FR
5172,US
15962,DK
9965,US
13127,"HK, MO"
34866,IT
37725,"CA, US, GB"
40973,US
63460,"US, GB"
13517,"DK, FR, DE, IE, GB"
22105,US
2016,"DZ, FR, MA, BE"
3024,"CA, US"
47200,"FR, DE, KZ, RU"
17266,"DE, GR, MT, TR, GB, US"
9828,US
34038,GB
71506,
74581,JP
9958,CA
1250,"US, AU"
4169,US
16555,US
11172,US
3594,"DE, US"
10090,US
7874,US
14845,US
29965,SG
13916,US
52920,PL
48215,JP
22485,US
13393,TR
12271,US
40394,"FR, DE, IT"
17919,"CA, US"
13185,GB
26655,US
42630,US
22172,US
42721,JP
27523,IT
28955,GB
27313,US
4638,GB
68979,US
11841,HK
28261,US
83980,
94393,"FR, IT, GB"
9695,US
24653,IT
1993,"FR, IT"
28710,AR
28438,US
97548,
11945,"DE, SE"
12554,US
26598,GB
5691,"FR, IT"
6443,DE
1738,US
1253,"GB, US"
38021,FR
15325,US
34389,
15163,"US, GB"
14375,IT
10845,US
31659,US
15582,US
42999,IT
31015,US
1949,US
11330,DK
99259,FI
10942,US
7006,"CA, US"
27040,US
11199,US
41393,US
9784,US
25530,RU
36610,ES
50812,US
27864,US
8965,US
14710,US
14624,US
1271,US
10790,"BG, ES, GB"
18019,US
64142,US
61648,US
14055,"GB, US"
2267,US
6691,FR
1255,KR
47249,US
49709,"IL, FR"
31040,US
50185,US
25105,US
2977,"GB, US"
15664,US
25062,GB
16727,"IN, US"
5413,"IE, GB"
46916,JP
52679,US
14434,"IN, US"
27919,
47837,US
11494,GB
19936,ES
9963,US
14001,US
2355,US
16385,"DE, US"
7485,US
9793,US
1273,US
17388,RU
4657,AU
42595,IT
19495,"FR, KZ"
27263,US
10051,FR
9075,"NL, DE, GB"
20527,JP
8199,US
37513,JP
43976,"IR, FR"
43974,"IR, FR, TJ"
83346,US
30081,US
17677,US
56474,"RO, FR"
42066,US
11958,FR
192675,IN
5177,"DK, IS"
20122,HU
33673,US
297853,US
18437,US
38432,US
8270,US
9955,US
16201,SE
57241,NO
10172,US
1683,US
10107,US
1267,US
16018,US
22311,IT
13249,US
175027,US
1272,"GB, US"
23024,US
1590,"DE, US"
32390,FR
9903,US
28433,US
22549,
10798,FR
47848,IT
102227,JP
13377,US
14945,JP
11515,"ES, US"
7183,US
8271,US
1534,US
13158,US
118536,US
23397,US
35838,"ES, FR, IT"
20405,US
18777,US
16392,US
17422,CN
63951,US
32627,"GB, US"
1407,"CZ, FR, GB"
81309,PL
15534,US
30694,US
1441,"BG, US"
6145,"DE, US"
9843,GB
54659,KR
48994,US
18767,TW
10294,US
32623,US
1987,"AT, CH"
13067,US
10111,GB
30307,US
1268,"GB, US, FR, DE"
185158,US
21810,IE
9785,"CA, US"
13280,US
14636,US
559,US
1950,US
13352,US
28304,US
20553,GB
24397,US
20525,JP
13894,CA
38907,RO
18549,US
37933,JP
20025,US
14240,US
13574,US
13569,"PL, US"
49081,CA
17439,
13171,US
16447,"KR, FR"
4977,JP
15008,"GB, DE"
31866,US
46875,US
27904,"TH, AT, FR"
11705,"DK, GB"
19947,US
43969,"IR, FR"
2269,RU
11798,GB
28772,HK
1919,CA
4964,US
2976,"GB, US"
8421,"FR, IS"
41380,HK
1562,"ES, GB"
13159,US
14547,US
11205,"HK, ES"
36676,US
38077,US
10004,US
43618,JP
43397,US
25395,
810,US
5723,IE
285,US
12526,US
3432,US
1872,"NZ, US"
15568,US
14208,US
14207,US
24200,US
50153,US
18902,US
5488,KR
15860,"CN, HK"
8748,NZ
3489,US
55823,"FR, IT"
10063,"ZA, DE, US"
13979,
12225,GB
298,US
10832,"FR, RO"
36143,FR
14064,AU
13742,FR
2241,DE
39465,JP
12561,JP
36679,JP
40765,US
30574,US
37959,JP
18206,US
1691,US
29617,US
1990,"FR, US"
170261,US
22049,"IT, US"
9408,US
1979,"DE, GB, US"
14043,US
10288,CA
74055,BE
45664,
1991,US
43353,US
9952,US
60400,US
32004,US
17035,"DE, US"
17320,US
21427,FR
17660,US
9724,"GB, US"
1294,DE
33294,DK
57425,
42700,"FR, GB"
12713,"FR, DE"
25875,TW
12543,HK
13120,US
34573,US
71822,FR
13807,HK
11211,US
27138,US
85535,US
2748,"IT, FR"
54934,
125025,
55859,US
27464,US
122291,
28666,US
41930,FR
75350,GB
77621,US
43229,US
266525,US
9815,GB
12695,US
32575,US
49870,
37985,US
42464,"GB, US"
2359,US
442,"FI, SE"
25150,US
63096,US
43836,US
1988,"FR, GB, PK, US"
3021,US
2196,GB
18425,
19606,"US, HK, HR"
1571,"GB, US"
2959,"AU, US"
6022,US
2698,US
1858,US
14125,"RU, US"
675,"GB, US"
3563,US
40618,US
26185,US
31652,US
30443,CA
18763,HK
13491,SE
11404,GB
16083,"DE, US"
37292,US
27683,US
13402,"HK, TH"
19968,US
24582,CA
4688,US
13337,"JP, FR, US"
27359,"CA, US"
101897,
54494,US
10857,GB
81847,US
43898,US
44502,"FR, DE, GB"
18632,CA
32444,
7547,US
10074,US
2270,"IS, GB, US"
757,GB
15581,US
14219,"DE, US, CA"
35,US
5857,US
3638,"AU, US"
6589,US
8669,US
15934,US
2503,"DE, US"
14123,US
88527,JP
155386,CO
4516,FR
8141,US
59995,US
14217,JP
54546,US
10795,FR
20163,FI
31777,US
33916,CZ
24159,RO
1721,IT
31601,US
25360,US
34588,BR
40060,"CA, US"
18650,SE
8363,US
4658,US
5956,US
6535,US
1127,ES
9847,US
23861,US
1393,"MN, DE"
2701,"AT, DE, IT, US"
12455,FR
28049,IT
23495,US
13074,US
17274,US
17350,FR
21494,FR
5174,US
28742,US
9703,"GB, IT, FR, TN"
22085,CA
3542,"BE, FR, GB"
43750,US
9750,US
10760,US
4349,"DE, US"
14223,"CA, GB, US"
13068,US
9561,US
14144,US
4858,"US, AU"
10431,"US, CA"
15156,US
12435,US
14877,CA
2082,US
11835,US
1845,"FR, DE"
14229,"IT, ES"
13385,GB
6609,IT
45211,"IT, ES"
48169,IT
13958,US
81700,
2335,FR
10961,US
22779,US
10071,US
4351,US
12994,US
42735,GB
2882,FR
53975,
13501,"DE, GB, US"
6916,"ES, IT"
84242,
1992,US
5176,US
4141,US
13173,US
14348,US
14786,US
31058,IT
19583,"US, CA"
4347,"GB, FR, US"
13529,"FR, US"
13241,CA
523,DE
2009,"BE, RO"
12901,
13722,"AW, US, ZA"
3469,GB
4413,US
6973,US
7913,IN
15019,US
77210,US
4629,"AU, GB, US"
15361,US
5353,"BA, US"
2252,"GB, US, CA"
14788,US
63607,"DE, GE, GB, FR"
13072,US
30365,
42170,JP
13754,JP
14284,"GB, US"
20308,
6641,"FR, GB"
15071,"BG, GB, US"
8414,"NL, US, CA"
10425,"DE, US"
24170,"FR, IT"
20942,US
7737,"AU, FR, DE, GB, US"
13257,US
10030,"CA, US"
5915,US
13680,US
4588,"TW, CN, US"
14313,US
2728,CA
2274,US
9038,US
7211,US
4538,US
2001,US
4517,GB
4566,US
4520,"GB, US"
6615,US
4513,"NZ, US"
5125,US
3877,US
8954,US
4771,US
10759,US
14251,"CA, US"
14848,US
14930,"DE, US"
9773,"DE, GB"
13538,GB
18421,"TR, FR"
4512,"CA, GB, US"
84972,FR
37954,US
39893,GB
13197,US
15048,IL
14041,"CA, GB, US"
9898,US
1922,"BE, DE, FR"
41044,
84567,
15669,
2011,"FR, US"
5708,"JP, GB, US, AU"
5951,US
114033,US
13319,"RU, SE"
33688,NO
20646,JP
90374,BR
18613,"CA, GR"
9911,GB
27419,"IT, FR"
15667,"IS, US"
14753,"CA, IT, JP, GB"
46067,GB
50155,US
13066,US
27827,CA
3603,NZ
2014,"DE, TR"
17202,US
663,US
9262,US
15651,US
27276,JP
95560,US
25476,GB
48301,HK
29362,"IT, ZA, US"
33931,US
12646,DK
20605,KR
14279,
20607,ES
2015,KR
28007,US
7347,BR
14421,BR
5718,US
5126,US
16126,US
18731,HK
37005,US
18442,CA
42173,US
4982,"GB, US"
5559,US
25755,TH
7972,US
2013,"FR, US"
6977,US
39127,"GB, DE, FR"
4953,"US, GB"
10520,US
26336,US
37368,"US, MX"
19026,"FR, ES, BE, IT"
5123,US
16203,US
53827,US
18612,US
5817,"SE, JP, DE, FR, DK, NO"
13363,US
43987,KR
32726,US
4515,US
5375,US
2310,US
2284,"CA, US"
6639,US
4723,"FR, DE, US"
29162,US
48267,DE
16768,US
21296,US
24732,
10251,CA
15006,
24060,US
34898,US
12555,"CZ, SK"
22606,US
13561,US
13168,"DE, US"
20714,RU
11148,AR
46872,US
18312,US
17460,"FR, IT"
5876,US
4523,US
1620,"FR, US"
15250,US
13474,US
8079,IN
13483,US
2268,"GB, US"
6479,US
6477,US
7249,US
44783,US
13998,US
3902,US
18631,
43308,US
11476,DE
8272,US
13186,"CA, US"
6537,"ES, MX"
43798,GB
7326,US
1874,"BE, ZA"
55192,JP
33003,
1989,"CN, FR, HK"
4946,"FR, IT"
24123,US
28522,US
48266,"AT, FR, PT, ES"
71848,
34424,
25460,"DK, GB, US"
25740,US
13076,US
11600,US
35237,
13023,US
150938,GB
46902,
10884,US
13348,GB
64942,"IT, US, FR"
25784,
22452,
7350,US
66110,
26600,US
7979,"CN, US"
20567,JP
45126,FR
52473,DK
12171,"US, GB"
157373,US
71066,US
13299,JP
13250,"CA, GB, US"
42790,"IT, FR"
9867,US
15495,US
53896,GB
14148,US
48737,"IT, ES, GB"
13198,"GB, US"
14804,CH
111744,"US, DE"
36328,"GB, US"
23817,US
13885,"GB, US"
6637,US
12130,"TW, MY, AT, FR"
7345,US
42529,"US, RS"
6538,US
40682,US
440,US
6575,US
19213,US
19103,"GB, US"
6076,DE
9546,US
40860,BR
111854,CA
14047,US
1488,CN
14118,US
54318,"US, GB, AU"
69315,US
45871,HK
6023,US
26990,US
6557,US
107282,US
28363,US
17181,US
69557,GB
110909,"ES, US"
31068,ES
60141,BR
32307,US
49367,BR
28272,JP
4787,"GB, US"
21847,US
33358,US
7508,IN
20629,"CZ, SK"
10253,KR
44434,
5259,"FR, IL, US"
47841,"KR, US, CA"
8329,ES
14062,US
51992,GB
49717,SE
2312,"CA, DE, US"
13195,"GB, LU"
78705,AR
30535,IT
7191,US
12085,US
24624,"US, RO"
4170,"DE, US"
13252,US
42635,US
11908,US
15017,US
86241,US
8875,US
37780,
18290,
10247,US
43604,US
3575,US
28303,US
27507,US
71068,US
111747,US
32716,US
41845,JP
25078,JP
14069,JP
15053,US
81522,"FR, DE, IT"
6933,"DE, JP, US"
14423,US
8090,US
7555,"DE, US"
16988,"CA, FR, US"
7278,US
9030,US
14220,US
13160,US
27357,PL
10834,DE
13059,US
11253,"DE, US"
58470,GB
38007,US
8321,"GB, US"
17665,US
4034,FR
1479,US
2282,FR
100526,US
62652,"ML, FR"
53094,DE
244145,
59474,BR
19275,
7973,"LB, FR"
15020,
34981,US
13054,GB
18893,"IE, GB"
55294,US
43691,US
7839,US
77245,US
19384,US
13121,US
71072,"US, PE"
46885,CA
13315,JP
42041,JP
13490,US
8676,US
43705,US
12855,"CA, US"
37003,US
15030,GB
12167,NO
28093,GB
20520,US
76235,"DK, SE, NO"
48131,GB
8247,"CA, US"
7992,"PL, GB, IT, DE, ES"
14105,US
8390,"FR, DE, GB, US"
21490,JP
95169,US
13641,"MX, US"
113788,US
18652,
125742,FR
7461,US
8204,US
8328,US
14073,IN
94009,US
12650,KR
72602,US
25919,US
15365,US
12184,"GB, US"
13260,US
7942,GB
36091,JP
117001,US
38052,"DK, ZA"
13362,GB
10844,NZ
21043,"IT, ES, AR"
23312,US
11161,US
6473,US
90387,DE
33034,US
38804,US
21373,US
13493,US
7840,"US, ZA"
8848,"AU, GB, US"
13460,"DE, GB, US, ZA"
12222,US
8461,"AT, FR, DE, IT, GB, US"
7862,"AT, DE"
12246,"RU, DE, KZ"
16666,US
12177,"US, GB, DE"
15511,US
13025,US
2239,GB
7985,"GB, US"
7343,BR
28816,US
14066,AU
37300,US
13016,US
10797,DK
6391,"FR, IL"
14011,US
29004,HU
18586,US
13196,US
3764,JP
14793,IS
8944,US
15124,"IS, US"
33166,US
45757,US
28260,US
12178,"GB, US"
14054,US
8060,"CA, US"
22551,US
43797,US
383,US
78307,US
12453,"CH, FR"
28205,EE
155,"GB, US"
72608,US
29369,FR
29907,
46883,US
36527,AU
79161,
18070,US
14014,US
8456,US
22521,FR
79156,
42536,FR
13688,HK
8457,US
86792,CA
32579,"MX, US"
11534,"TH, IT, FR, DE"
18633,US
19333,JP
31409,US
13495,ES
27323,US
22060,US
511,PL
7797,"FR, DE, IT, RO, US"
8093,"BE, DE, NL"
8065,US
12890,US
15185,"GB, US"
44813,US
60612,
31421,US
24411,US
4942,"DE, US"
14044,"CN, HK"
42143,JP
11483,"FR, TN"
36223,JP
25904,"DE, CZ"
8988,US
7944,"GB, US"
18031,US
18218,US
46982,CZ
13317,AR
14272,
28705,IL
35760,HU
16283,IN
7351,FR
8281,FR
99339,"BE, FR"
8267,"UY, FR"
13312,FR
10488,US
11152,"US, DE, AU"
15260,"GB, US"
18181,BR
9870,US
